date	open	close	low	high
2018-01-12 17:44:59 UTC	13676.48	13650.0	13641.75	13676.48
2018-01-12 17:49:59 UTC	13650.0	13642.11	13642.11	13670.0
2018-01-12 17:54:59 UTC	13644.54	13630.01	13630.01	13670.0
2018-01-12 17:59:59 UTC	13629.31	13603.32	13597.18	13630.31
2018-01-12 18:04:59 UTC	13595.01	13510.11	13510.11	13595.01
2018-01-12 18:09:59 UTC	13547.94	13557.94	13543.04	13557.94
2018-01-12 18:14:59 UTC	13562.43	13516.91	13510.8	13562.43
2018-01-12 18:19:59 UTC	13480.01	13478.53	13450.01	13480.01
2018-01-12 18:24:59 UTC	13500.0	13574.56	13500.0	13574.56
2018-01-12 18:29:59 UTC	13576.98	13563.49	13531.22	13586.29
2018-01-12 18:34:59 UTC	13581.01	13585.18	13581.01	13600.0
2018-01-12 18:39:59 UTC	13571.12	13560.01	13560.01	13571.12
2018-01-12 18:44:59 UTC	13559.85	13510.01	13510.01	13569.99
2018-01-12 18:49:59 UTC	13556.7	13515.01	13515.01	13560.01
2018-01-12 18:54:59 UTC	13503.01	13543.0	13503.01	13543.0
2018-01-12 18:59:59 UTC	13525.72	13499.01	13499.01	13525.72
2018-01-12 19:04:59 UTC	13500.01	13500.0	13496.13	13500.01
2018-01-12 19:09:59 UTC	13500.01	13500.02	13500.01	13525.0
2018-01-12 19:14:59 UTC	13500.0	13500.0	13500.0	13500.0
2018-01-12 19:19:59 UTC	13520.0	13535.0	13510.0	13535.0
2018-01-12 19:24:59 UTC	13566.3	13649.98	13566.3	13649.98
2018-01-12 19:29:59 UTC	13658.45	13664.9	13650.98	13664.9
2018-01-12 19:34:59 UTC	13664.78	13650.02	13650.01	13664.78
2018-01-12 19:39:59 UTC	13650.01	13680.0	13650.01	13680.0
2018-01-12 19:44:59 UTC	13689.97	13738.11	13689.97	13749.01
2018-01-12 19:49:59 UTC	13735.49	13750.01	13735.49	13795.44
2018-01-12 19:54:59 UTC	13790.0	13746.86	13746.86	13796.4
2018-01-12 19:59:59 UTC	13749.95	13767.94	13749.95	13788.0
2018-01-12 20:04:59 UTC	13767.94	13771.5	13746.86	13771.5
2018-01-12 20:09:59 UTC	13771.5	13750.43	13750.43	13774.38
2018-01-12 20:14:59 UTC	13741.32	13719.98	13698.93	13751.0
2018-01-12 20:19:59 UTC	13742.66	13705.0	13696.55	13742.66
2018-01-12 20:24:59 UTC	13697.5	13840.01	13697.5	13840.01
2018-01-12 20:29:59 UTC	13853.55	13879.45	13853.55	13948.0
2018-01-12 20:34:59 UTC	13918.28	13923.42	13907.8	13935.6
2018-01-12 20:39:59 UTC	13925.4	13877.01	13877.01	13930.0
2018-01-12 20:44:59 UTC	13878.01	13871.0	13870.38	13878.01
2018-01-12 20:49:59 UTC	13877.48	13870.02	13870.02	13899.5
2018-01-12 20:54:59 UTC	13842.42	13850.0	13830.0	13850.0
2018-01-12 20:59:59 UTC	13850.0	13899.5	13850.0	13899.5
2018-01-12 21:04:59 UTC	13902.95	13779.0	13777.06	13902.95
2018-01-12 21:09:59 UTC	13794.35	13749.95	13749.95	13794.35
2018-01-12 21:14:59 UTC	13770.84	13770.84	13770.84	13770.84
2018-01-12 21:19:59 UTC	13779.61	13800.0	13779.61	13800.0
2018-01-12 21:24:59 UTC	13800.0	13747.62	13747.62	13800.0
2018-01-12 21:29:59 UTC	13745.01	13779.54	13745.01	13779.54
2018-01-12 21:34:59 UTC	13750.04	13730.64	13730.64	13754.82
2018-01-12 21:39:59 UTC	13741.27	13784.04	13741.27	13784.04
2018-01-12 21:44:59 UTC	13795.81	13779.99	13775.01	13795.81
2018-01-12 21:49:59 UTC	13774.01	13770.12	13768.13	13774.01
2018-01-12 21:54:59 UTC	13736.01	13756.94	13736.01	13759.33
2018-01-12 21:59:59 UTC	13756.94	13750.01	13750.01	13756.94
2018-01-12 22:04:59 UTC	13730.02	13700.06	13700.06	13730.02
2018-01-12 22:09:59 UTC	13700.05	13699.85	13690.56	13700.05
2018-01-12 22:14:59 UTC	13699.91	13698.1	13697.91	13699.91
2018-01-12 22:19:59 UTC	13698.1	13710.0	13698.1	13710.0
2018-01-12 22:24:59 UTC	13714.74	13725.0	13714.74	13725.0
